cas_number,compound_name,smiles,hmt_count,hmt_positive,hmt_result,human_positive,sensitization_human,llna_count,llna_positive,llna_result,hript_count,hript_positive,hript_result,gpmt_count,gpmt_result,dpra_count,dpra_mean,dpra_result,keratinosens_count,keratinosens_ec15,keratinosens_result,hclat_count,hclat_mean,hclat_result,usens_count,usens_cv70,usens_result,dpra_cys,dpra_lys,adra_nac,adra_nal,kdpra_log,hclat_ec200,hclat_cv75,usens_cv70_ssd,il8luc,irritation,irritation_viability_mean,corrosion,corrosion_ter_mean,human_test_count,human_reliability,dtxsid,irritation_viability_mean_exist,corrosion_ghs_score,has_sensitization,has_irritation,has_corrosion,endpoint_count,strat_key,has_nam_data,acute_dermal_ld50,acute_dermal_ld50_min,acute_dermal_ld50_max,acute_dermal_count,acute_dermal_ghs,has_acute_dermal,acute_dermal_source,acute_dermal_toxic,mol_weight,logp,tpsa,hbd,hba,num_rotatable_bonds,num_aromatic_rings,fraction_csp3
8013-97-6,"Oils, copaiba",,12.0,True,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID301010869,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8014-13-9,Cumin oil,,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID1093703,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8014-17-3,Petitgrain oil,,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID2047721,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8014-19-5,Palmarosa oil,,3.0,False,0.0,False,0.0,1.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID00894204,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8015-62-1,"Oils, ambrette",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID301009808,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8015-64-3,"Oils, angelica",,8.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID001009809,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8015-73-4,Basil oil,,4.0,False,0.0,False,0.0,1.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID60894205,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8015-77-8,"Oils, bois de rose",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID201009786,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8015-79-0,"Oils, Acorus calamus",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID701009779,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8015-88-1,"Oils, carrot",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID201009829,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8015-90-5,"Oils, celery",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID501009830,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8015-91-6,Cinnamon oil,,,,,False,0.0,,,,12.0,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID20894625,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8016-05-5,Dill seed oil,,8.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID401019676,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8016-26-0,"Labdanum, oil",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID4044329,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8016-36-2,"Oils, olibanum",,3.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID1093709,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8016-44-2,Petitgrain Paraguay oil,,6.0,True,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID901338122,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8016-78-2,"Oils, spike",,3.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID0093712,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8016-84-0,Tagetes minuta flower oil,,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID10897322,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8016-96-4,Vetiver oil,,3.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID5093713,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8018-01-7,Mancozeb,[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S,,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID0034695,,,0.0,1.0,1.0,3.0,0_1_1,0.0,4250.0,2000.0,5000.0,4.0,5.0,1.0,,0.0,541.0760000000001,-0.3465999999999999,48.12,4.0,8.0,6.0,0.0,0.5
8018-01-7/57966-95-7,Formulation 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,,,,,,,,
8021-27-0,"Oils, silver fir",,8.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID501009797,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8021-28-1,Canadian fir needle oil,,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID30897324,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8022-15-9,Lavandin oil,,8.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID9051248,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8022-81-9,"Oils, boldo leaf",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID201009798,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8022-91-1,"Oils, ho-sho",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID4093724,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8022-96-6,Jasmine oil,CC=CCC1=C(CCC1)C,12.0,True,0.0,False,0.0,1.0,False,0.0,,,,,,,,,5.0,2.78,1.0,5.0,592.0,1.0,,,,,,,,,,,,,,,,,1.0,,DTXSID9093725,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,136.238,3.453000000000002,0.0,0.0,0.0,2.0,0.0,0.6
8022-96-6/84776-64-7,Jasmine Absolute (Grandiflorum),,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,120.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,1.0,,,,,,0.0,,,,,,,,,,
8022-96-6;8024-43-9;90045-94-6;84776-64-7,Jasmine Absolute (Grandiflorum),,,,,,,,,,,,,,,,16.97,1.0,,13.3,1.0,,,1.0,,,0.0,16.97,,,,,184.0,,120.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,,,,,,,,
8023-75-4,"Oils, jonquil",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID4093728,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8023-83-4,"Oils, castoreum",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID3093731,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8023-88-9,"Oils, costus",,16.0,True,1.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID401009837,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8023-93-6,"Oils, honeysuckle",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID8093734,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8024-11-1,"Oils, wormseed",,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID7093741,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8024-12-2,"Oils, verbena",,16.0,True,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID2093742,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8024-37-1,Curcuma oil,,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID0052889,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8028-48-6,Orange terpenes,,5.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID1047730,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8037-19-2,Tobacco oil,,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID50897326,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8038-65-1,Ambergris,,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID6093756,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,,,,,,,,
8046-74-0,"Fatty acids, potassium salts",,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,2.8,,,,,DTXSID1057583,,,0.0,1.0,0.0,1.0,0_1_0,0.0,,,,,,0.0,,,,,,,,,,
8050-09-7,Colophonium; colophony; rosin (not oxidized),CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,302.4579999999999,5.206200000000004,37.3,1.0,1.0,2.0,0.0,0.75
8063-07-8,Kanamycin,,,,,,,1.0,False,0.0,,,,,,,,,1.0,2000.0,1.0,1.0,1000.0,1.0,,,,,,,,,,,,,,,,,,,DTXSID2041171,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,,,,,,,,
80748-58-9,"1-(2,2,3-Trimethylbicyclo[2.2.1]heptan-1-yl)cyclohexan-1-ol",CC1C2CCC(C2)(C1(C)C)C1(O)CCCCC1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID301001454,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,236.39899999999997,4.144000000000004,20.23,1.0,1.0,1.0,0.0,1.0
80844-07-1,Etofenprox,CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID9032610,,,0.0,1.0,1.0,3.0,0_1_1,0.0,1705.19739974338,2000.0,2000.0,1.0,4.0,1.0,NCI_RTECS,0.0,376.496,6.372000000000006,27.69,0.0,3.0,9.0,3.0,0.28
81-07-2,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,,,,,,,,,,,,,,8.0,24.35,1.0,4.0,1.1,1.0,4.0,1000.0,1.0,1.0,1282.26,0.0,48.7,0.0,0.9,0.8,-3.5,,999.9890821,200.0,444.4,,,,,,,DTXSID5021251,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,183.188,0.1187,63.24,1.0,3.0,0.0,1.0,0.0
81-14-1,Musk ketone,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,8.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.5,DTXSID6025690,,,1.0,0.0,0.0,1.0,1_0_0,0.0,10193.4374598188,,,,5.0,0.0,NCI_RTECS,0.0,294.307,3.6199400000000033,103.35,0.0,5.0,3.0,1.0,0.5
81-15-2,Musk Xylene,CC1=C(C(=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID1021405,,,1.0,0.0,0.0,1.0,1_0_0,0.0,15137.906334456831,,,,5.0,0.0,NCI_RTECS,0.0,297.267,3.325540000000003,129.42000000000002,0.0,6.0,3.0,1.0,0.5
81-81-2,Warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,1362.1636342487382,,,,4.0,0.0,NCI_RTECS,0.0,308.333,3.609600000000004,67.51,1.0,4.0,4.0,3.0,0.1578947368421052
81103-11-9,Clarithromycin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,,,,,,,,
811412-48-3,(3E)-4-methyl-3-decen-5-one,,,,,,,,,,,,,,,,,,,63.92,1.0,,,1.0,,,,,,,,,558.6510786,1000.000323,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,,,,,,,,
81335-77-5,Imazethapyr,CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,2.5,1.0,,,,DTXSID3024287,,,0.0,1.0,1.0,3.0,0_1_1,0.0,2000.0,2000.0,2000.0,1.0,4.0,1.0,,0.0,289.33500000000004,1.6333000000000002,91.65,2.0,4.0,4.0,1.0,0.4666666666666667
81406-37-3,Fluroxypyr-meptyl,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,,,,,,5.0,True,1.0,,,,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.6666666666666665,0.0,,,,DTXSID5034303,,,1.0,1.0,1.0,4.0,1_1_1,0.0,1633.7733617386002,2000.0,5050.0,6.0,4.0,1.0,NCI_RTECS,0.0,367.2480000000001,4.390600000000003,74.44,1.0,5.0,9.0,1.0,0.6
81406-37-3/145701-23-1,Formulation 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,,,,,,,,
81782-89-0,"6,8-Nonadien-3-one, 2,4,4,7-tetramethyl-",CC(C)C(=O)C(C)(C)CC=C(C)C=C,,,,False,0.0,,,,4.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,DTXSID3072874,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,194.318,3.760100000000003,17.07,0.0,1.0,5.0,0.0,0.6153846153846154
818-61-1,2-Hydroxyethyl acrylate,OCCOC(=O)C=C,,,,,,1.0,False,0.0,,,,,,8.0,96.75,1.0,5.0,32.27,1.0,12.0,18.23,0.0,3.0,2.13,1.0,100.0,93.5,100.0,23.4,-0.386861026,19.49,24.4,10.0,,,,,,,,DTXSID2022123,,,1.0,0.0,0.0,1.0,1_0_0,1.0,769.9197347810067,,,,3.0,0.0,NCI_RTECS,1.0,116.116,-0.2921000000000002,46.53,1.0,3.0,3.0,0.0,0.4
818-72-4,1-Octyn-3-ol,CCCCCC(O)C#C,,,,,,1.0,False,0.0,,,,,,,,,,122.07,1.0,,,1.0,,,,,,,,,176.24,,,,,,,,,,DTXSID7022124,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,126.19899999999996,1.5608,20.23,1.0,1.0,4.0,0.0,0.75
81836-13-7,"(3aR,4S,6R,7R,7aS)-3-Methyl-5-methylidene-3a,4,5,6,7,7a-hexahydro-1H-4,7-methanoinden-6-yl acetate",CC(=O)O[C@@H]1[C@@H]2C[C@@H]([C@H]3[C@@H]2CC=C3C)C1=C,,,,False,0.0,,,,3.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,DTXSID3052565,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,218.296,2.706400000000001,26.3,0.0,2.0,1.0,0.0,0.6428571428571429
81925-81-7,5-Methyl-2-hepten-4-one,,,,,,,,,,,,,,,,,,,5.1,1.0,,,1.0,,,,,,,,,9.4205314,14.40022556,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,,,,,,,,
82-66-6,Diphacinone,O=C(C(C1=CC=CC=C1)C1=CC=CC=C1)C1C(=O)C2=C(C=CC=C2)C1=O,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID4032378,,,0.0,1.0,1.0,3.0,0_1_1,0.0,5000.0,5000.0,5000.0,1.0,5.0,1.0,,0.0,340.37800000000004,4.083000000000003,51.21,0.0,3.0,4.0,3.0,0.0869565217391304
82-68-8,Fartox,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,DTXSID2021105,,,0.0,1.0,0.0,2.0,0_1_0,0.0,5000.0,5000.0,5000.0,1.0,5.0,1.0,,0.0,295.336,4.8618,43.14,0.0,2.0,1.0,1.0,0.0
82-88-2,Phenindamine,CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1,56.0,True,1.0,True,1.0,,,,16.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,DTXSID0023452,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,261.368,3.9212000000000033,3.24,0.0,1.0,1.0,2.0,0.2631578947368421
82027-79-0,"Benzo[c][1,2]benzodioxocine",O1OC2=C(C=CC=C2)C=C/C2=CC=CC=C12,,,,,,1.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTXSID60892382,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,210.232,4.303400000000002,26.28,0.0,2.0,0.0,3.0,0.0
820957-38-8,"(3R,6R)-3-(2,3-Dihydro-1H-inden-2-yl)-1-[(1R)-1-(2-methyl-1,3-oxazol-4-yl)-2-(4-morpholinyl)-2-oxoethyl]-6-[(1S)-1-methylpropyl]-2,5-piperazinedione",CCC(C)C1C(=O)NC(C(=O)N1C(C2=COC(=N2)C)C(=O)N3CCOCC3)C4CC5=CC=CC=C5C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,494.5920000000004,2.03962,104.98,1.0,6.0,6.0,2.0,0.5555555555555556
82097-50-5,Triasulfuron,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(OCCCl)C=CC=C2)=N1,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID0024345,,,0.0,1.0,1.0,3.0,0_1_1,0.0,1493.1613221253867,2000.0,2000.0,1.0,4.0,1.0,NCI_RTECS,0.0,401.83200000000016,1.31662,132.4,2.0,8.0,7.0,2.0,0.2857142857142857
821-55-6,2-Nonanone,CCCCCCCC(C)=O,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID2022125,,,1.0,0.0,0.0,1.0,1_0_0,0.0,10545.408523056674,,,,5.0,0.0,NCI_RTECS,0.0,142.242,2.935900000000002,17.07,0.0,1.0,6.0,0.0,0.8888888888888888
822-06-0,"1,6-Diisocyanatohexane",O=C=NCCCCCCN=C=O,,,,,,2.0,True,1.0,,,,,,1.0,74.55,1.0,,,,,,,,,,100.0,49.1,,,,,,,,,,,,,,DTXSID4024143,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,168.196,1.2184,58.86,0.0,4.0,7.0,0.0,0.75
823-22-3,6-Methyloxan-2-one,CC1CCCC(=O)O1,8.0,True,1.0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID30862431,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,114.144,1.102,26.3,0.0,2.0,0.0,0.0,0.8333333333333334
823-40-5,"2,6-Diaminotoluene",CC1=C(C=CC=C1N)N,,,,,,,,,,,,,,,5.79,0.0,,,,,,,,,,11.58,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,122.171,1.15942,52.04,2.0,2.0,0.0,1.0,0.1428571428571428
82356-51-2,3-Methylcyclopentadecenone,CC1=CCCCCCCCCCCCCC1=O,,,,False,0.0,,,,8.0,False,0.0,,,,,,,0.0,1.0,,,,,,1.0,,,,,,,,34.81,,,,,,1.0,,DTXSID9051400,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,236.39899999999997,5.1966000000000045,17.07,0.0,1.0,0.0,0.0,0.8125
825-51-4,"2-Naphthalenol, decahydro-",OC1CCC2CCCCC2C1,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID10862434,,,1.0,0.0,0.0,1.0,1_0_0,0.0,9724.2841274208,,,,5.0,0.0,NCI_RTECS,0.0,154.253,2.3376,20.23,1.0,1.0,0.0,0.0,1.0
82558-50-7,Isoxaben,CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,,,,DTXSID8024159,,,0.0,1.0,1.0,3.0,0_1_1,0.0,180.5054153486951,5000.0,5000.0,1.0,2.0,1.0,NCI_RTECS,1.0,332.40000000000003,4.0218000000000025,73.59,1.0,5.0,7.0,2.0,0.4444444444444444
82576-75-8,"HC VIOLET No,1",CC1=CC(=C(C=C1NCCO)[N+](=O)[O-])N,,,,,,,,,,,,,,,44.45,1.0,,188.0,1.0,,,,,,0.0,87.2,1.7,,,,,,200.0,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,211.221,0.8896199999999996,101.42,3.0,5.0,4.0,1.0,0.3333333333333333
82633-79-2,Promexal,CN1SC2=C(CCC2)C1=O,,,,False,0.0,1.0,False,0.0,12.0,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,DTXSID6032433,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,155.222,0.9355,22.0,0.0,3.0,0.0,1.0,0.5714285714285714
82654-98-6,Vanillyl Butyl Ether,CCCCOCC1=CC(=C(C=C1)O)OC,,,,,,,,,,,,,,,,,,7.73,1.0,,,1.0,,,,,,,,,95.0,176.5,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,210.273,2.717500000000001,38.69,1.0,3.0,6.0,1.0,0.5
82657-04-3,Bifenthrin,CC1=C(C=CC=C1COC(=O)[C@@H]1[C@H](C=C(/Cl)C(F)(F)F)C1(C)C)C1=CC=CC=C1,,,,,,2.0,False,0.0,,,,48.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,3.787234042553192,0.0,,,,DTXSID9020160,,,1.0,1.0,1.0,4.0,1_1_1,0.0,3918.409090909091,2000.0,5135.0,22.0,5.0,1.0,,0.0,422.8740000000001,6.6624200000000044,26.3,0.0,2.0,5.0,2.0,0.3478260869565217
83-34-1,3-Methylindole,CC1=CNC2=C1C=CC=C2,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID8021775,,,1.0,0.0,0.0,1.0,1_0_0,0.0,,,,,,0.0,,,131.178,2.4763200000000003,15.79,1.0,0.0,0.0,2.0,0.1111111111111111
83-42-1,2-Chloro-6-nitrotoluene,CC1=C(C=CC=C1Cl)[N+](=O)[O-],,,,,,,,,,,,,,,,,,4000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,171.58299999999997,2.556620000000001,43.14,0.0,2.0,1.0,1.0,0.1428571428571428
83-56-7,"1,5-Dihydroxynaphtalin",C1=CC2=C(C=CC=C2O)C(=C1)O,,,,,,,,,,,,,,,0.0,0.0,,34.24,1.0,,,1.0,,,1.0,,0.0,,,,12.7,64.6,28.93,,,,,,,,,,,1.0,0.0,0.0,1.0,1_0_0,1.0,,,,,,0.0,,,160.17199999999997,2.251000000000001,40.46,2.0,2.0,0.0,2.0,0.0
83-66-9,Musk ambrette,COC1=C(C=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C,4.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,DTXSID7025689,,,1.0,0.0,0.0,1.0,1_0_0,0.0,2236.5610622872027,,,,5.0,0.0,NCI_RTECS,0.0,268.26899999999995,3.1175200000000016,95.51,0.0,5.0,3.0,1.0,0.5
83-72-7,Lawsone,C1=CC=C2C(=C1)C(=CC(=O)C2=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0_0_0,0.0,,,,,,0.0,,,174.15499999999997,1.3509000000000002,54.370000000000005,1.0,3.0,0.0,1.0,0.0
